Buffer:	[634,	635,	633,	634,	634,	632,	634,	632,	632,	633,	630,	633,	630,	630,	630,	627,	629,	627,	628,	628,	625,	629,	626,	626,	627,	626,	628,	627,	628,	628,	626,	629,	]
Diff:	[634,	1,	-2,	1,	0,	-2,	2,	-2,	0,	1,	-3,	3,	-3,	0,	0,	-3,	2,	-2,	1,	0,	-3,	4,	-3,	0,	1,	-1,	2,	-1,	1,	0,	-2,	3,	]
Buffer:	[625,	628,	626,	627,	627,	625,	628,	625,	628,	627,	626,	629,	625,	628,	627,	627,	629,	625,	628,	627,	626,	628,	626,	628,	627,	626,	630,	625,	628,	628,	627,	629,	]
Diff:	[625,	3,	-2,	1,	0,	-2,	3,	-3,	3,	-1,	-1,	3,	-4,	3,	-1,	0,	2,	-4,	3,	-1,	-1,	2,	-2,	2,	-1,	-1,	4,	-5,	3,	0,	-1,	2,	]
Buffer:	[623,	619,	621,	621,	619,	622,	620,	623,	622,	618,	629,	714,	777,	806,	826,	842,	850,	829,	798,	769,	751,	735,	726,	716,	709,	705,	697,	695,	691,	687,	685,	680,	]
Diff:	[623,	-4,	2,	0,	-2,	3,	-2,	3,	-1,	-4,	11,	85,	63,	29,	20,	16,	8,	-21,	-31,	-29,	-18,	-16,	-9,	-10,	-7,	-4,	-8,	-2,	-4,	-4,	-2,	-5,	]
Buffer:	[638,	638,	638,	637,	638,	636,	636,	637,	635,	637,	635,	635,	636,	635,	637,	635,	635,	637,	635,	638,	636,	637,	639,	637,	641,	639,	640,	643,	642,	646,	645,	647,	]
Diff:	[638,	0,	0,	-1,	1,	-2,	0,	1,	-2,	2,	-2,	0,	1,	-1,	2,	-2,	0,	2,	-2,	3,	-2,	1,	2,	-2,	4,	-2,	1,	3,	-1,	4,	-1,	2,	]
Buffer:	[637,	639,	637,	641,	642,	641,	644,	640,	637,	633,	629,	629,	625,	662,	769,	822,	848,	858,	829,	796,	771,	757,	741,	733,	724,	719,	718,	712,	711,	707,	702,	701,	]
Diff:	[637,	2,	-2,	4,	1,	-1,	3,	-4,	-3,	-4,	-4,	0,	-4,	37,	107,	53,	26,	10,	-29,	-33,	-25,	-14,	-16,	-8,	-9,	-5,	-1,	-6,	-1,	-4,	-5,	-1,	]
Buffer:	[774,	773,	774,	774,	772,	773,	771,	772,	770,	767,	760,	744,	735,	727,	719,	718,	712,	712,	711,	711,	716,	719,	725,	728,	731,	735,	735,	738,	739,	740,	743,	741,	]
Diff:	[774,	-1,	1,	0,	-2,	1,	-2,	1,	-2,	-3,	-7,	-16,	-9,	-8,	-8,	-1,	-6,	0,	-1,	0,	5,	3,	6,	3,	3,	4,	0,	3,	1,	1,	3,	-2,	]
Buffer:	[775,	777,	775,	776,	777,	775,	777,	775,	777,	777,	776,	777,	776,	777,	777,	775,	775,	777,	777,	776,	778,	775,	777,	777,	775,	777,	776,	778,	777,	775,	777,	]
Diff:	[775,	2,	-2,	1,	1,	-2,	2,	-2,	2,	0,	-1,	1,	-1,	1,	0,	-2,	0,	2,	0,	-1,	2,	-3,	2,	0,	-2,	2,	-1,	2,	-1,	-2,	2,	]
Buffer:	[777,	778,	776,	778,	777,	777,	779,	776,	777,	776,	776,	777,	776,	777,	776,	776,	777,	776,	778,	776,	777,	778,	777,	778,	777,	777,	779,	777,	778,	776,	777,	778,	]
Diff:	[777,	1,	-2,	2,	-1,	0,	2,	-3,	1,	-1,	0,	1,	-1,	1,	-1,	0,	1,	-1,	2,	-2,	1,	1,	-1,	1,	-1,	0,	2,	-2,	1,	-2,	1,	1,	]
Buffer:	[772,	774,	773,	772,	774,	772,	774,	772,	772,	773,	763,	752,	742,	739,	735,	731,	731,	727,	725,	724,	722,	726,	726,	733,	740,	744,	750,	752,	755,	758,	758,	762,	]
Diff:	[772,	2,	-1,	-1,	2,	-2,	2,	-2,	0,	1,	-10,	-11,	-10,	-3,	-4,	-4,	0,	-4,	-2,	-1,	-2,	4,	0,	7,	7,	4,	6,	2,	3,	3,	0,	4,	]
Buffer:	[685,	682,	684,	683,	683,	685,	682,	685,	684,	683,	683,	678,	680,	677,	677,	677,	674,	676,	674,	676,	679,	676,	681,	680,	681,	683,	681,	684,	682,	683,	685,	682,	]
Diff:	[685,	-3,	2,	-1,	0,	2,	-3,	3,	-1,	-1,	0,	-5,	2,	-3,	0,	0,	-3,	2,	-2,	2,	3,	-3,	5,	-1,	1,	2,	-2,	3,	-2,	1,	2,	-3,	]
Buffer:	[842,	844,	842,	843,	844,	843,	846,	846,	846,	848,	846,	849,	846,	823,	801,	869,	910,	930,	941,	949,	953,	957,	959,	956,	943,	930,	920,	910,	904,	897,	886,	878,	]
Diff:	[842,	2,	-2,	1,	1,	-1,	3,	0,	0,	2,	-2,	3,	-3,	-23,	-22,	68,	41,	20,	11,	8,	4,	4,	2,	-3,	-13,	-13,	-10,	-10,	-6,	-7,	-11,	-8,	]
Buffer:	[779,	778,	780,	781,	780,	783,	780,	782,	777,	756,	741,	728,	727,	838,	893,	917,	930,	922,	902,	882,	866,	851,	842,	834,	826,	822,	819,	818,	816,	812,	808,	802,	]
Diff:	[779,	-1,	2,	1,	-1,	3,	-3,	2,	-5,	-21,	-15,	-13,	-1,	111,	55,	24,	13,	-8,	-20,	-20,	-16,	-15,	-9,	-8,	-8,	-4,	-3,	-1,	-2,	-4,	-4,	-6,	]
Buffer:	[782,	784,	782,	783,	783,	781,	783,	782,	768,	749,	734,	726,	714,	707,	704,	708,	720,	729,	739,	748,	752,	757,	758,	761,	764,	763,	766,	767,	768,	769,	769,	771,	]
Diff:	[782,	2,	-2,	1,	0,	-2,	2,	-1,	-14,	-19,	-15,	-8,	-12,	-7,	-3,	4,	12,	9,	10,	9,	4,	5,	1,	3,	3,	-1,	3,	1,	1,	1,	0,	2,	]
Buffer:	[903,	904,	905,	906,	908,	909,	910,	910,	911,	911,	896,	864,	840,	822,	807,	794,	787,	806,	830,	850,	864,	870,	876,	879,	880,	882,	882,	882,	882,	882,	882,	881,	]
Diff:	[903,	1,	1,	1,	2,	1,	1,	0,	1,	0,	-15,	-32,	-24,	-18,	-15,	-13,	-7,	19,	24,	20,	14,	6,	6,	3,	1,	2,	0,	0,	0,	0,	0,	-1,	]
Buffer:	[348,	351,	352,	348,	354,	348,	353,	352,	350,	356,	350,	355,	354,	354,	354,	330,	319,	303,	294,	291,	277,	276,	268,	268,	275,	277,	290,	295,	302,	311,	311,	319,	]
Diff:	[348,	3,	1,	-4,	6,	-6,	5,	-1,	-2,	6,	-6,	5,	-1,	0,	0,	-24,	-11,	-16,	-9,	-3,	-14,	-1,	-8,	0,	7,	2,	13,	5,	7,	9,	0,	8,	]
Buffer:	[398,	392,	396,	394,	392,	397,	392,	395,	394,	392,	397,	392,	395,	395,	392,	397,	391,	396,	394,	393,	396,	392,	396,	394,	392,	397,	391,	395,	393,	391,	395,	391,	]
Diff:	[398,	-6,	4,	-2,	-2,	5,	-5,	3,	-1,	-2,	5,	-5,	3,	0,	-3,	5,	-6,	5,	-2,	-1,	3,	-4,	4,	-2,	-2,	5,	-6,	4,	-2,	-2,	4,	-4,	]
Buffer:	[386,	390,	386,	388,	390,	385,	390,	385,	375,	359,	341,	336,	325,	326,	327,	321,	324,	317,	317,	318,	319,	330,	331,	341,	347,	347,	356,	355,	362,	364,	363,	370,	]
Diff:	[386,	4,	-4,	2,	2,	-5,	5,	-5,	-10,	-16,	-18,	-5,	-11,	1,	1,	-6,	3,	-7,	0,	1,	1,	11,	1,	10,	6,	0,	9,	-1,	7,	2,	-1,	7,	]
Buffer:	[464,	461,	462,	464,	461,	464,	460,	462,	454,	424,	484,	690,	766,	811,	839,	860,	871,	850,	812,	772,	742,	713,	692,	677,	662,	653,	640,	635,	629,	621,	615,	603,	]
Diff:	[464,	-3,	1,	2,	-3,	3,	-4,	2,	-8,	-30,	60,	206,	76,	45,	28,	21,	11,	-21,	-38,	-40,	-30,	-29,	-21,	-15,	-15,	-9,	-13,	-5,	-6,	-8,	-6,	-12,	]
Buffer:	[837,	839,	837,	838,	839,	838,	840,	840,	841,	841,	805,	769,	858,	926,	948,	957,	957,	943,	926,	912,	901,	894,	884,	875,	869,	862,	857,	844,	836,	829,	819,	815,	]
Diff:	[837,	2,	-2,	1,	1,	-1,	2,	0,	1,	0,	-36,	-36,	89,	68,	22,	9,	0,	-14,	-17,	-14,	-11,	-7,	-10,	-9,	-6,	-7,	-5,	-13,	-8,	-7,	-10,	-4,	]
Buffer:	[909,	910,	911,	912,	914,	914,	916,	915,	901,	861,	824,	795,	772,	750,	734,	759,	813,	844,	868,	883,	891,	898,	901,	905,	908,	910,	912,	914,	916,	916,	916,	918,	]
Diff:	[909,	1,	1,	1,	2,	0,	2,	-1,	-14,	-40,	-37,	-29,	-23,	-22,	-16,	25,	54,	31,	24,	15,	8,	7,	3,	4,	3,	2,	2,	2,	2,	0,	0,	2,	]
Buffer:	[910,	910,	907,	908,	906,	906,	906,	906,	909,	910,	910,	912,	912,	914,	912,	914,	914,	914,	915,	915,	917,	919,	920,	922,	922,	923,	924,	923,	925,	924,	924,	924,	]
Diff:	[910,	0,	-3,	1,	-2,	0,	0,	0,	3,	1,	0,	2,	0,	2,	-2,	2,	0,	0,	1,	0,	2,	2,	1,	2,	0,	1,	1,	-1,	2,	-1,	0,	0,	]
Buffer:	[907,	908,	908,	908,	908,	907,	906,	878,	839,	810,	781,	764,	742,	724,	708,	701,	732,	777,	812,	835,	848,	857,	862,	867,	871,	874,	876,	878,	879,	882,	881,	885,	]
Diff:	[907,	1,	0,	0,	0,	-1,	-1,	-28,	-39,	-29,	-29,	-17,	-22,	-18,	-16,	-7,	31,	45,	35,	23,	13,	9,	5,	5,	4,	3,	2,	2,	1,	3,	-1,	4,	]
Buffer:	[677,	673,	675,	674,	672,	675,	671,	674,	672,	668,	635,	602,	581,	577,	791,	874,	907,	924,	916,	891,	865,	840,	821,	804,	793,	784,	775,	771,	768,	765,	765,	762,	]
